fid,full_id,osm_id,osm_type,building,clothes,sells:newspaper,toilets:num_chambers,toilets:handwashing,toilets:access,brewery,theatre:type,generator:place,bench,generator:type,generator:output:electricity,generator:method,diet:local,plant:source,plant:output:electricity,plant:method,abandoned:amenity,automated,service:bicycle:retail,service:bicycle:repair,short_name,second_hand,attraction,grades,material,drinking_water,loc_name,recycling_type,recycling:waste,recycling:organic,recycling:glass,contact:street,contact:postcode,contact:housenumber,contact:city,ruined,residential,mobile,shower,club,name:da,phone_1,phone:mobile,contact:youtube,contact:whatsapp,contact:twitter,contact:linkedin,contact:flickr,ice_cream,payment:bancomat,network,museum,content,service:vehicle:inspection,highway,seamark:type,building:levels:underground,building:flats,payment:contactless,payment:american_express,name:nap,drink:espresso,beds,bus,roof:orientation,location,payment:notes,payment:coins,description:it,water,natural,public_transport,ferry,author,social_facility:for,roof:material,building:colour,disused:cuisine,diet:vegetarian,diet:mediterranean,diet:gluten_free,construction,internet_access:ssid,bar,alt_name_1,addr:state,addr:hamlet,building_1,craft,image,townhall:type,name:fr,building:part,name:bg,branch,ref:vatin,product,industrial,cocktails,operator:type,healthcare:speciality,social_facility,compressed_air,observatory:type,charge,contact:website,contact:mobile,drive_through,dispensing,isced:level,roof:height,roof:colour,military,addr:province,ristorante,holiday,old_name,roof,rooms,reservation,nohousenumber,addr:unit,guest_house,substation,service_times,name:signed,barrier,self_service,fuel:octane_95,fuel:diesel,payment:visa,payment:mastercard,restaurant,abandoned,capacity:disabled,covered,fax,url,stars,smoking,internet_access:fee,shelter_type,disused:amenity,year_of_construction,landuse,surface,government,power,generator:source,official_name,payment:debit_cards,building:use,animal_shelter:adoption,animal_shelter,disused:railway,disused,source:date,ref:mise,addr:interpolation,diocese,office,atm,ruin_type,name:es,name:el,historic:period,description:en,description:de,archaeological_site,alt_name:it,alt_name:es,alt_name:en,alt_name:de,tower:type,tower:construction,defensive,opening_hours:signed,check_date:opening_hours,wikipedia:pl,castle_type,toilets,changing_table,operator:wikipedia,operator:wikidata,operator:short,name:etymology:wikidata,takeaway,outdoor_seating,indoor_seating,brand:wikipedia,brand:wikidata,brand,cuisine,ref,contact:instagram,check_date,internet_access,level,sport,contact:facebook,operator,aeroway,railway,historic:civilization,wikimedia_commons,name:it,name:en,name:de,ruins,roof:levels,description,stroller,shop,payment:credit_cards,payment:cash,air_conditioning,start_date,community:gender,healthcare,emergency,addr:housename,roof:shape,contact:phone,contact:email,building:parts,importance,alt_name,wheelchair,addr:place,addr:country,layer,man_made,height,building:levels,email,leisure,architect,supervised,parking,fee,capacity,access,ele,tourism,information,whc:inscription_date,ref:whc,phone,opening_hours,historic,heritage:operator,heritage,addr:street,addr:postcode,addr:housenumber,addr:city,website,wikipedia,wikidata,type,religion,name,denomination,amenity,pendenza,attraversamenti,fermate,rampe,HubName,dist_ospedale,attraversamenti_norm,fermate_norm,rampe_norm,pendenza_norm,dist_ospedale_norm,IAU,scuole,supermercati,farmacie,parchi,IAU_famiglie,IAU_anziani,wheelchair_norm,IAU_disabili
11819,w240245743,"240245743",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07987475395203,1,,,"124",1202.59946839448,1,0,0,0.988001391622755,0.929242205907597,0.486986609210691,,,1,,0.198800139162276,0.533448719506071,0,0.393462458201069
11820,w240245744,"240245744",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28110837936401,,,,"124",1125.45595362462,0,0,0,0.963543240229289,0.933781127699187,0.382775817200736,,,1,,0.0963543240229289,0.529464873585695,0,0.287574866442282
11821,w240245745,"240245745",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20730090141296,1,,,"124",1174.06523473266,1,0,0,0.986585545539856,0.930921085271084,0.486955271898634,,,1,,0.198658554553986,0.533501326162188,0,0.393192440648518
11822,w240245746,"240245746",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28110837936401,1,,,"124",1149.2204924656,1,0,0,0.963543240229289,0.932382884651353,0.482566080743561,,,1,,0.196354324022929,0.529185224976128,0,0.38750495428989
11873,w240343195,"240343195",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44347739219666,,,,"124",1179.5952011828,0,0,0,0.972850251197815,0.930595716569616,0.434159407725005,,,1,1,0.297285025119781,0.680689193553486,0,0.289742348627935
11874,w240343196,"240343196",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90550303459167,1,,,"124",1197.70211319595,1,0,0,0.967716632948981,0.929530353424574,0.532972879603482,,,1,1,0.396771663294898,0.679449397274711,0,0.388405675908474
11875,w240343197,"240343197",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95153760910034,1,,,"124",1186.02550565985,1,0,0,0.944982915454441,0.930217374343384,0.528529189242396,,,1,1,0.394498291545444,0.675040057959565,0,0.382756597580779
11876,w240343198,"240343198",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e-Campus Polo di Salerno,,,4.311851978302,,,,"124",1207.08039301329,0,0,0,0.952090533574422,0.928978560072176,0.429764890725711,,,1,2,0.295209053357442,0.67621381872932,0,0.284471561397214
11877,w240343199,"240343199",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59752297401428,,,,"124",1229.05515486337,0,0,0,0.960027522510952,0.927685622801637,0.431158347922436,,,1,1,0.296002752251095,0.677542629062518,0,0.28639116176782
11878,w240343200,"240343200",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59752297401428,,,,"124",1257.38567491757,0,0,0,0.960027522510952,0.926018729411769,0.430908313913956,,,1,1,0.296002752251095,0.677209250384544,0,0.286307817098327
11879,w240344327,"240344327",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44347739219666,,,,"124",1259.10702030128,0,0,0,0.972850251197815,0.925917449970506,0.383457667735139,,,1,,0.0972850251197815,0.529753540233664,0,0.289508435297979
11880,w240344328,"240344328",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.539985299110413,,,,"124",1221.00514462183,0,0,0,0.994000163343218,0.928159264260895,0.388023922307778,,,1,,0.0994000163343218,0.534431885520823,0,0.294908004048849
11881,w240344329,"240344329",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94625353813171,,,,"124",1269.38426799085,0,0,0,0.978374960687425,0.925312763709646,0.384471906693932,,,1,,0.0978374960687425,0.530737544879414,0,0.290859378357339
11882,w240344330,"240344330",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34527969360352,,,,"124",1214.63464384812,0,0,0,0.951719114515516,0.928534087794298,0.379623936072248,,,1,,0.0951719114515517,0.526050640461963,0,0.284356483018594
11883,w240344331,"240344331",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12308406829834,,,,"124",1236.67382029039,0,0,0,0.954187954796685,0.927237360538339,0.379923195040088,,,1,,0.0954187954796685,0.526285063067005,0,0.284908856726088
11884,w240344332,"240344332",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28110837936401,,,,"124",1286.08901876503,0,0,0,0.963543240229289,0.924329900049127,0.381358133053227,,,1,,0.0963543240229289,0.527574628055683,0,0.287102305059779
11885,w240344333,"240344333",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00949859619141,,,,"124",1256.97780533906,0,0,0,0.944338904486762,0.926042727386499,0.427774190005327,,,1,1,0.294433890448676,0.674076326374652,0,0.282386862491016
11886,w240344335,"240344335",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30497169494629,,,,"124",1272.60660767679,0,0,0,0.91883364783393,0.925123169706002,0.422535205022686,,,1,2,0.291883364783393,0.668791363507987,0,0.275964570443783
11887,w240344336,"240344336",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37647378444672,,,,"124",1302.67814433108,0,0,0,0.984705846839481,0.923353839472165,0.385444245288721,,,1,,0.0984705846839481,0.531611937262329,0,0.292344153683478
11888,w240344337,"240344337",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05181932449341,,,,"124",1301.2317933041,0,0,0,0.966090896394518,0.923438938967751,0.381734020124066,,,1,,0.0966090896394518,0.527905967072454,0,0.287694671047017
11889,w240344338,"240344338",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92511701583862,,,,"124",1291.82490431752,0,0,0,0.956387588712904,0.923992415608525,0.37987638008386,,,1,,0.0956387588712904,0.526076000864286,0,0.285296517958652
11890,w240344339,"240344339",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90848684310913,1,,,"124",1331.05492230308,1,0,0,0.978794590632121,0.92168422438791,0.484011551784611,,,2,,0.197879459063212,0.530095763004006,0,0.390782858877426
11891,w240344340,"240344340",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,,,,"124",1379.51023816193,0,0,0,0.981031902631124,0.918833240870679,0.384031366656827,,,2,,0.0981031902631124,0.529973028700361,0,0.291199637701315
11892,w240344341,"240344341",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44347739219666,1,,,"124",1348.4213591724,1,0,0,0.972850251197815,0.920662428855472,0.482669414567884,,,2,,0.197285025119782,0.528702536010657,0,0.389245684242227
11893,w240344342,"240344342",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75528740882874,,,,"124",1356.85540402717,0,0,0,0.958274584346347,0.920166191808239,0.379679845640505,,,2,,0.0958274584346347,0.525688155230917,0,0.285576955676999
11894,w240344343,"240344343",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05222988128662,,,,"124",1385.00276558808,0,0,0,0.95497522354126,0.91851007498305,0.378771555955709,,,2,,0.095497522354126,0.524697059704862,0,0.284669309634467
11895,w240344345,"240344345",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8484058380127,,,,"124",1408.14859206464,0,0,0,0.946128824022081,0.917148235345691,0.37679800010627,,,2,,0.0946128824022081,0.522655411873554,0,0.282389617772805
11896,w240344346,"240344346",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97956585884094,,,,"124",1398.65011359713,0,0,0,0.966893712679545,0.917707100870962,0.381034807666553,,,2,,0.0966893712679545,0.526920162710101,0,0.287608783213434
11897,w240344347,"240344347",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77334976196289,,,,"124",1371.49372076478,0,0,0,0.946962780422635,0.919304911698942,0.377288292839368,,,2,,0.0946962780422635,0.523253538424315,0,0.282705940690606
11898,w240344348,"240344348",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.075523853302,,,,"124",1394.00644975006,0,0,0,0.965827512741089,0.917980321855139,0.380862550826489,,,2,,0.0965827512741089,0.526761566919246,0,0.287355894278029
11899,w240344349,"240344349",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,,,,"124",1416.91482001426,0,0,0,0.981031902631124,0.916632453517636,0.38370124855387,,,2,,0.0981031902631124,0.529532871229752,0,0.291089598333663
11900,w240344350,"240344350",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05181932449341,1,,,"124",1420.66561676503,1,0,0,0.966090896394518,0.91641176648829,0.480679944252147,,,2,,0.196609089639452,0.526500532576561,0,0.387343312423044
11901,w240344351,"240344351",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77334976196289,2,,,"124",1453.76251361794,1,0,0,0.946962780422635,0.914464432006476,0.526562220885498,1,,2,,0.444696278042263,0.522285442485822,0,0.382463916705982
11902,w240344352,"240344352",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15898275375366,1,,,"124",1449.80713065119,1,0,0,0.97601130273607,0.914697156351424,0.532406833999928,1,,2,,0.447601130273607,0.528141691817499,0,0.389737683501589
